DATE_AS_AT,AGG_LEVEL,STATE,ABS_CODE,ABS_NAME,AGE_LOWER,AGE_UPPER,AIR_FIRST_DOSE_PCT,AIR_SECOND_DOSE_PCT,AIR_FIRST_DOSE_APPROX_COUNT,AIR_SECOND_DOSE_APPROX_COUNT,ABS_ERP_2019_POPULATION,MASKED,SA4_CODE_2016,SA3_CODE_2016,VALIDATED,URL
2021-10-03,ASGS_2020_LGA,WA,51310,Cambridge (T),15,999,88.1,71.2,20179,16308,22905,N,503;505,50301;50302;50502,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,51330,Canning (C),15,999,74.8,54.6,56909,41541,76082,N,506;507,50603;50704,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,51400,Capel (S),15,999,65.3,46.3,9145,6484,14004,N,501,50102,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,51470,Carnamah (S),15,999,,,,,441,Y,511,51104,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,51540,Carnarvon (S),15,999,,,,,4142,Y,511,51102,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,51610,Chapman Valley (S),15,999,41.9,25.6,494,302,1179,N,511,51104,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,51680,Chittering (S),15,999,58.6,40.8,2812,1958,4799,N,509,50902,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,51750,Claremont (T),15,999,88.9,74.2,8015,6690,9016,N,503,50301,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,51820,Cockburn (C),15,999,66.5,47.6,60822,43536,91462,N,507,50705;50701;50704;50702,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,51890,Collie (S),15,999,60.6,43,4224,2998,6971,N,501,50102,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,51960,Coolgardie (S),15,999,41.5,28,1104,745,2660,N,511,51103,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,52030,Coorow (S),15,999,65.6,47.8,548,400,836,N,511,51104,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,52100,Corrigin (S),15,999,,,,,912,Y,509,50903,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,52170,Cottesloe (T),15,999,91.7,75.9,6280,5198,6848,N,503,50301,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,52240,Cranbrook (S),15,999,67.4,41.8,570,354,846,N,509,50901,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,52310,Cuballing (S),15,999,65.1,48.7,460,344,707,N,509,50903,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,52380,Cue (S),15,999,,,,,126,Y,511,51104,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,52450,Cunderdin (S),15,999,56.9,43.2,648,492,1138,N,509,50902,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,52520,Dalwallinu (S),15,999,,,,,1092,Y,509,50902,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,52590,Dandaragan (S),15,999,73,54.2,2014,1495,2759,N,509,50902,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,52660,Dardanup (S),15,999,65.1,47.2,7329,5314,11258,N,501,50102,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,52730,Denmark (S),15,999,68,50,3481,2560,5119,N,509,50901,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,52800,Derby-West Kimberley (S),15,999,,,,,6033,Y,510,51001,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,52870,Donnybrook-Balingup (S),15,999,67.4,46.2,3363,2305,4989,N,501,50103,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,52940,Dowerin (S),15,999,76.6,55.7,389,283,508,N,509,50902,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,53010,Dumbleyung (S),15,999,,,,,521,Y,509,50903,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,53080,Dundas (S),15,999,,,,,625,Y,511,51103,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,53150,East Fremantle (T),15,999,79.5,64.1,5083,4099,6394,N,507,50702,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,53220,East Pilbara (S),15,999,,,,,9246,Y,510,51002,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,53290,Esperance (S),15,999,,,,,11305,Y,511,51101,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,53360,Exmouth (S),15,999,,,,,2310,Y,511;510,51102;51003,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,53430,Fremantle (C),15,999,78.6,60.5,20790,16002,26450,N,507,50702,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,53570,Gingin (S),15,999,63,38.5,2825,1726,4484,N,509,50902,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,53640,Gnowangerup (S),15,999,,,,,959,Y,509,50901,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,53710,Goomalling (S),15,999,60.4,42.3,484,339,801,N,509,50902,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,53780,Gosnells (C),15,999,61.9,42.4,60551,41476,97821,N,506,50604,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,53800,Greater Geraldton (C),15,999,63.7,43.5,19253,13147,30224,N,511,51104,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,53920,Halls Creek (S),15,999,,,,,2513,Y,510,51001,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,53990,Harvey (S),15,999,66.9,48,14664,10521,21919,N,501,50102,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,54060,Irwin (S),15,999,75.4,53.2,2238,1579,2968,N,511,51104,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,54130,Jerramungup (S),15,999,,,,,861,Y,509;511,50901;51101,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,54170,Joondalup (C),15,999,78.5,58.9,101190,75924,128904,N,505,50501;50502,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,54200,Kalamunda (C),15,999,69,49,32707,23227,47402,N,506;504,50605;50402;50602,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,54280,Kalgoorlie/Boulder (C),15,999,55.1,37.8,12488,8567,22664,N,511,51103,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,54310,Karratha (C),15,999,,,,,16718,Y,510,51003,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,54340,Katanning (S),15,999,59.1,41.8,1877,1328,3176,N,509,50901,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,54410,Kellerberrin (S),15,999,65.8,48.4,644,474,979,N,509,50902,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,54480,Kent (S),15,999,,,,,428,Y,509,50901,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,54550,Kojonup (S),15,999,79.4,54.8,1208,834,1521,N,509,50901,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,54620,Kondinin (S),15,999,,,,,704,Y,509,50903,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,54690,Koorda (S),15,999,,,,,315,Y,509,50902,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,54760,Kulin (S),15,999,,,,,600,Y,509,50903,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,54830,Kwinana (C),15,999,57.5,40.5,20029,14107,34833,N,507,50703,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,54900,Lake Grace (S),15,999,,,,,944,Y,509,50903,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,54970,Laverton (S),15,999,,,,,1059,Y,511,51103,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,55040,Leonora (S),15,999,,,,,1239,Y,511,51103,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,55110,Mandurah (C),15,999,68.3,48.9,48238,34537,70627,N,502,50201,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,55180,Manjimup (S),15,999,71.9,52.5,5338,3898,7424,N,501,50103,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,55250,Meekatharra (S),15,999,,,,,798,Y,511,51104,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,55320,Melville (C),15,999,80.8,62.3,68226,52605,84438,N,507,50704;50701,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,55390,Menzies (S),15,999,,,,,447,Y,511,51103,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,55460,Merredin (S),15,999,57.5,36.5,1561,991,2715,N,509,50902,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,55530,Mingenew (S),15,999,84.2,54.5,278,180,330,N,511,51104,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,55600,Moora (S),15,999,78.1,58,1439,1068,1842,N,509,50902,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,55670,Morawa (S),15,999,,,,,538,Y,511,51104,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,55740,Mosman Park (T),15,999,81,65.7,6157,4994,7601,N,503,50301,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,55810,Mount Magnet (S),15,999,,,,,356,Y,511,51104,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,55880,Mount Marshall (S),15,999,,,,,389,Y,509,50902,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,55950,Mukinbudin (S),15,999,,,,,418,Y,509,50902,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,56090,Mundaring (S),15,999,68.9,45.9,22167,14767,32172,N,504,50403;50402,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,56160,Murchison (S),15,999,,,,,134,Y,511,51104,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,56230,Murray (S),15,999,59.8,40.2,8715,5858,14573,N,502;509;506,50201;50903;50606,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,56300,Nannup (S),15,999,73.6,55.1,846,633,1149,N,501,50103;50101,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,56370,Narembeen (S),15,999,,,,,683,Y,509,50902,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,56460,Narrogin (S),15,999,68,52.1,2736,2096,4023,N,509,50903,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,56580,Nedlands (C),15,999,92.1,76.6,16808,13979,18250,N,503,50301;50302,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,56620,Ngaanyatjarraku (S),15,999,,,,,1339,Y,511,51103,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,56730,Northam (S),15,999,59.3,40.4,5339,3638,9004,N,509,50902,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,56790,Northampton (S),15,999,,,,,2379,Y,511,51104,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,56860,Nungarin (S),15,999,,,,,210,Y,509,50902,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,56930,Peppermint Grove (S),15,999,72.3,59.7,1063,878,1470,N,503,50301,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,57000,Perenjori (S),15,999,,,,,475,Y,511,51104,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,57080,Perth (C),15,999,70.9,55.7,18965,14899,26749,N,503,50301;50302,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,57140,Pingelly (S),15,999,72.6,45.7,667,420,919,N,509,50903,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,57210,Plantagenet (S),15,999,68.7,47.3,2975,2048,4330,N,509,50901,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,57280,Port Hedland (T),15,999,,,,,11260,Y,510,51003;51002,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,57350,Quairading (S),15,999,76.4,46.8,617,378,808,N,509,50902,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,57420,Ravensthorpe (S),15,999,,,,,1313,Y,511,51101,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,57490,Rockingham (C),15,999,61.2,43.4,64721,45897,105754,N,507,50705,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,57630,Sandstone (S),15,999,,,,,78,Y,511,51104,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,57700,Serpentine-Jarrahdale (S),15,999,55.7,38,13697,9345,24591,N,506,50606,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,57770,Shark Bay (S),15,999,,,,,771,Y,511,51102,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,57840,South Perth (C),15,999,72.4,56.7,27107,21228,37440,N,506,50607,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,57910,Stirling (C),15,999,70.6,52.6,129393,96403,183276,N,505;503,50502;50302,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,57980,Subiaco (C),15,999,84.1,69.8,12205,10129,14512,N,503,50302,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,58050,Swan (C),15,999,62.1,41,71398,47139,114972,N,504;505;506,50403;50402;50503;50602,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,58190,Tammin (S),15,999,74.9,52.5,227,159,303,N,509,50902,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,58260,Three Springs (S),15,999,,,,,421,Y,511,51104,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,58330,Toodyay (S),15,999,60.9,42.4,2345,1633,3851,N,509,50902,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,58400,Trayning (S),15,999,,,,,288,Y,509,50902,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,58470,Upper Gascoyne (S),15,999,,,,,210,Y,511,51102,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,58510,Victoria Park (T),15,999,66.3,50,21195,15984,31968,N,506,50602;50603;50607,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,58540,Victoria Plains (S),15,999,65.5,47.7,491,358,750,N,509,50902,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,58570,Vincent (C),15,999,68.9,53.3,21542,16664,31265,N,503;505,50302;50502,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,58610,Wagin (S),15,999,70.6,53.2,1046,788,1482,N,509,50903,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,58680,Wandering (S),15,999,64.4,48.6,224,169,348,N,509,50903,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,58760,Wanneroo (C),15,999,63.2,44.8,101971,72283,161346,N,505,50503;50501,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,58820,Waroona (S),15,999,59,41.3,2037,1426,3452,N,501,50102,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,58890,West Arthur (S),15,999,65.9,42.9,411,268,624,N,509,50903,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,59030,Westonia (S),15,999,,,,,264,Y,509,50902,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,59100,Wickepin (S),15,999,81.1,59,451,328,556,N,509,50903,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,59170,Williams (S),15,999,73.6,51.9,577,407,784,N,509,50903,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,59250,Wiluna (S),15,999,,,,,609,Y,511,51104,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,59310,Wongan-Ballidu (S),15,999,77.6,58.4,778,585,1002,N,509,50902,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,59320,Woodanilling (S),15,999,54.3,35.8,182,120,335,N,509,50901,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,59330,Wyalkatchem (S),15,999,70.6,54.7,298,231,422,N,509,50902,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,59340,Wyndham-East Kimberley (S),15,999,,,,,5585,Y,510,51001,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
2021-10-03,ASGS_2020_LGA,WA,59350,Yalgoo (S),15,999,,,,,320,Y,511,51104,Y,https://www.health.gov.au/sites/default/files/documents/2021/10/covid-19-vaccination-local-government-area-lga-4-october-2021.pdf
